appid,name,release_date,promo_price,normal_price
393530,Insanity Clicker,"7 Jun, 2016",Free,
1987080,Inside the Backrooms,"20 Jun, 2022","6,99€",
2432000,Inside the Labs,"6 Apr, 2024","3,99€",
1169490,Interactive Horror Stories,"25 Oct, 2019",Free,
1331670,International Space Banana,"1 Apr, 2021","0,99€",
2845600,Interstellar Distress,Coming soon,,
518150,Intruder,"1 Mar, 2019","16,79€",
1802330,INVITATION To FEAR,"24 Nov, 2021","3,99€",
2506530,It Has My Face,2025,,
1426210,It Takes Two Friend's Pass,"25 May, 2021",,
3053500,Jeff The Janitor,"1 Apr, 2025","2,99€",
3607770,Jester: A Foolish Ritual,Q4 2025,,
2160190,Journey Into Darkness,"23 Jun, 2023","4,99€",
3144110,Journey Up,"5 Mar, 2025","8,79€",
1877020,Jujutsu Kaisen Cursed Clash,"2 Feb, 2024","39,99€",
2317640,JUMP KING QUEST,"12 Feb, 2025","14,70€",
2703790,Jumpfox: Always Running,"19 Jan, 2024","6,49€",
2331130,Just Another Night Shift,"28 Mar, 2024","6,89€",
1215750,Just Arms,"19 Apr, 2020",Free,
28000,Kane & Lynch 2: Dog Days,"17 Aug, 2010","9,99€",
3448380,Keep It Running: Together,"23 Jun, 2025",,
3555300,Keycards,To be announced,,
839420,Krampus is Home,"22 Mar, 2019","8,19€",
513000,KUBOOM,"7 Oct, 2016",Free,
3585310,KUNKUN Defender 2,"16 May, 2025","4,74€",
2808570,KunKun dream Startles the Soul,"24 Jun, 2024","2,99€",
2330210,Labrys,"29 Nov, 2023","1,03€",
1302240,Labyrinthine,"18 Aug, 2023","8,99€",
3667380,LAG KILLS,Q4 2025,,
1291790,Lakeview Cabin 2,"19 Oct, 2023","13,79€",
2675290,LASERS,"11 Jan, 2024","2,99€",
2809380,Last Frontier,Coming soon,,
3431220,Lastbane,June 2025,,
391720,Layers of Fear (2016),"15 Feb, 2016","19,99€",
2814950,Lazy Climbers,"10 Feb, 2025","4,99€",
2060150,LEVEL 0: A Backrooms Experience Prototype,To be announced,,
1917090,Lights Off!,"27 May, 2022",Free,
2096680,Lightspeed Dating,"30 Nov, 2022",Free,
2305190,Limbo Control,Q4 2027,,
1941620,LIMEN,To be announced,,
3473200,LIMINAL HELL,2026,,
3604600,Liminality,Coming soon,,
2191180,Little Devil,"8 Nov, 2022","4,99€",
860510,Little Nightmares II,"11 Feb, 2021","29,99€",
1392860,Little Nightmares III,2025,,
3078760,LIVING HELL,Coming soon,,
3004140,LockYourDoor,Q3 2025,,
